MB,Datum osnivanja,Naziv preduzeća,Mesto,Poštanski broj,Adresa,Telefon,Pravni oblik,Šifra delatnosti,Naziv delatnosti,APR Status,NBS Status,Bonitetna ocena,Veličina,Promet (RSD),Neto dobit (RSD),Broj zaposlenih,Ebit (RSD),Ebitda (RSD),Email,Zastupnik,PDV Obveznik
21078786,1/30/2015,CASSINI WHEELS DOO,Subotica,24107,FRANJE KLUZA 150,24670434,Društvo sa ograničenom odgovornošću,3092,Proizvodnja bicikala i invalidskih kolica,Aktivan,Aktivan,B3,Malo,152874885,23421968,17,33064000,35991000,cassiniwheels@outlook.com,Bojan Vojnić Tunić,1 mesečni
21159972,12/24/2015,FISH & WINE DOO,Beograd (Zvezdara),11120,DALMATINSKA 98,62407507,Društvo sa ograničenom odgovornošću,5610,Delatnosti restorana i pokretnih ugostiteljskih objekta,Aktivan,Aktivan,C2,Malo,152392950,8894889,25,11235000,12497000,office@tatamatakonoba.rs,Vladimir Stanković,1 mesečni
21083801,2/20/2015,MAHHERC D.O.O. NIŠ,Niš (Mediana),18105,"STOJANA NOVAKOVIĆA 17A, LOK. 1",648227249,Društvo sa ograničenom odgovornošću,2361,Proizvodnja proizvoda od betona namenjenih za građevinarstvo,Aktivan,Aktivan,C1,Malo,152237929,49638997,31,11162000,16469000,mahherc212@gmail.com,Dejan Stoilković,1 mesečni
21116807,6/25/2015,AMEK GROUP D.O.O,Rumenka,21201,RUMENAČKI PUT 119V,216451314,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,B2,Malo,150933903,4533919,4,18679000,19445000,amekgroup@gmail.com,Milan Kostić,1 mesečni
21099961,4/21/2015,METALKO S&M D.O.O.,Dublje,15359,KARAĐORĐEVA 30,62455248,Društvo sa ograničenom odgovornošću,4752,"Trgovina na malo metalnom robom, bojama i staklom u specijalizovanim prodavnicama",Aktivan,Aktivan,B1,Malo,150654913,7169975,19,6779000,7037000,metalkosimic@gmail.com,Marija Stanić,1 mesečni
21128643,8/17/2015,RAŠIĆ BUILD DOO,Beograd (Zvezdara),11160,MILANA RAKIĆA 122,63352511,Društvo sa ograničenom odgovornošću,4120,Izgradnja stambenih i nestambenih zgrada,Aktivan,Aktivan,E2,Malo,149334951,832987,2,-2254000,-1653000,,Nikola Rašić,1 mesečni
21093149,3/25/2015,VELTEH PRO D.O.O. BEOGRAD,Beograd (Zvezdara),11050,BULEVAR KRALJA ALEKSANDRA 570B,643126912,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,B2,Malo,148651945,12562895,9,15338000,16197000,office@velteh.rs,Marko Radisavljević,1 mesečni
21099953,4/21/2015,ESTUAR DOO,Beograd (Zvezdara),11050,USTANIČKA 194 SPRAT: 1,653338777,Društvo sa ograničenom odgovornošću,6203,Upravljanje računarskom opremom,Aktivan,Aktivan,A3,Malo,147138998,18980967,16,20892000,22042000,estuar@estuar.rs,Saša Drašković,1 mesečni
21135283,9/14/2015,SCERO PRINT DOO,Gabrovac,18106,POBEDE 146 B,637774003,Društvo sa ograničenom odgovornošću,1812,Ostalo štampanje,Aktivan,Aktivan,B3,Malo,146989954,3064912,35,5007000,11066000,nenad.serafimovic@gmail.com,Nenad Serafimović,1 mesečni
21155527,12/4/2015,SIM LOGISTIK DOO,Beočin,21300,JOVANA GRČIĆA MILENKA 18,640620637,Društvo sa ograničenom odgovornošću,4399,Ostali nepomenuti specifični građevinski radovi,Aktivan,Aktivan,C3,Malo,146855907,7368936,14,10896000,12303000,jotanovicslavisa@gmail.com,Slaviša Jotanović,1 mesečni
21150339,11/16/2015,ESON ODRŽAVANJE DOO,Beograd (Novi Beograd),11073,"TOŠIN BUNAR 270D SPRAT: 2, BROJ STANA: 17",62274772,Društvo sa ograničenom odgovornošću,8110,Usluge održavanja objekata,Aktivan,Aktivan,B3,Malo,146597890,13720923,35,16154000,17326000,office@esonodrzavanje.rs,Boban Tijanić,1 mesečni
21073385,1/9/2015,ELPIDA MEDICAL D.O.O. BEOGRAD,Beograd (Stari Grad),11102,BALKANSKA 16,,Društvo sa ograničenom odgovornošću,4646,Trgovina na veliko farmaceutskim proizvodima,Aktivan,Aktivan,B3,Malo,145381979,4327927,5,8049000,9360000,elpida.medical@gmail.com,Snežana Ranković,1 mesečni
21100277,4/22/2015,TOSMAŠINE DOO,Ada,24430,INDUSTRIJSKA ULICA 5,,Društvo sa ograničenom odgovornošću,4662,Trgovina na veliko alatnim mašinama,Aktivan,Aktivan,C2,Malo,145193915,14490988,4,18536000,19419000,info@tos-masine.rs,Šandor Koš,1 mesečni
21086568,3/2/2015,AP PRODUCTION DOO BEOGRAD,Beograd (Novi Beograd),11070,BLAGOJA MARJANOVIĆA MOŠE 7,,Društvo sa ograničenom odgovornošću,9001,Izvođačka umetnost,Aktivan,Aktivan,A1,Malo,143958904,90332954,5,108499000,112576000,biiba75@yahoo.com,Biljana Pejović,1 mesečni
21136425,9/17/2015,SINADEV SOLUTIONS,Novi Sad,21102,"BRAĆE RIBNIKAR 2 SPRAT: 1, BROJ STANA: 11",652502971,Društvo sa ograničenom odgovornošću,6201,Računarsko programiranje,Aktivan,Aktivan,B2,Malo,143664915,550950,22,690000,3734000,sinisa.petkovic.dev@gmail.com,Siniša Petković,1 mesečni
21151866,11/19/2015,STAKLO MILIĆEVIĆ Z.G. DOO TEMERIN,Temerin,21235,KOŠUT LAJOŠA BB,,Društvo sa ograničenom odgovornošću,4334,Bojenje i zastakljivanje,Aktivan,Aktivan,C2,Malo,143461971,15963979,20,16235000,24189000,staklotemerin@stcable.net,Dragana Milićević,1 mesečni
21146897,11/2/2015,POVRĆE OGNJENOVIĆ,Zablaće,32223,PUT ZA OGNJENOVIĆE 32,669333884,Društvo sa ograničenom odgovornošću,113,"Gajenje povrća, bostana, korenastih i krtolastih biljaka",Aktivan,Aktivan,B2,Malo,142675969,17697915,10,23126000,28933000,sanjaognjenovic1@gmail.com,Aleksandar Ognjenović,1 mesečni
21149594,11/12/2015,GRAND KERAMIKA D.O.O.,Surčin,11271,SVETOG SAVE 93 B,63303842,Društvo sa ograničenom odgovornošću,4673,"Trgovina na veliko drvetom, građevinskim materijalom i sanitarnom opremom",Aktivan,Aktivan,C2,Malo,142090921,6985895,4,11590000,12560000,office@grandkeramika.com,Goran Kolaković,1 mesečni
21075914,1/21/2015,TAMBAN DECOR DOO,Beograd (Zemun),11283,JUGA GRIZELJA 9,112195311,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,B3,Malo,141810993,3206926,7,41333000,44669000,tamara.aleksic@tamban.co.rs,Tamara Aleksić,1 mesečni
21137243,9/21/2015,PILEFARM DOO ULJMA,Uljma,26330,RITSKI PUT BB,13898768,Društvo sa ograničenom odgovornošću,147,Uzgoj živine,Aktivan,Aktivan,E3,Malo,141080884,-7998979,7,-8358000,-7527000,stojanov_igor@hotmail.com,Igor Stojanov,1 mesečni
21139254,9/30/2015,STEEL SISTEM,Miločaj,36204,NIKOLETINE BURSAĆA 48,653882222,Društvo sa ograničenom odgovornošću,2562,Mašinska obrada metala,Aktivan,Aktivan,D1,Malo,140153923,2265905,19,3837000,9565000,steelsistemdookv@gmail.com,Vladimir Jakovljević,1 mesečni
21120332,7/10/2015,IT-MECHANICA-KG D.O.O KRAGUJEVAC,Kragujevac,34111,"VOJVODE MIŠIĆA 32 SPRAT: I, BROJ STANA: 1",34363132,Društvo sa ograničenom odgovornošću,2932,Proizvodnja ostalih delova i dodatne opreme za motorna vozila,Aktivan,Aktivan,C1,Malo,140006987,6147986,2,7970000,8003000,office@it-mechanica-kg.com,Boris Vujović,1 mesečni
21098868,4/17/2015,GRAFOS SP PLUS DOO SMEDEREVSKA PALANKA,Smederevska Palanka,11420,SLOBODANA JOVANOVIĆA 1/1,,Društvo sa ograničenom odgovornošću,1812,Ostalo štampanje,Aktivan,Aktivan,D2,Malo,139509936,872944,6,3985000,7072000,,Aleksandar Marković,1 mesečni
21155659,12/7/2015,GRABO KAPITAL DOO,Beograd (Stari Grad),11158,KRALJA PETRA 56,21457837,Društvo sa ograničenom odgovornošću,5510,Hoteli i sličan smeštaj,Aktivan,Aktivan,D1,Malo,138409909,15396975,17,24150000,32090000,grabo.kapital@yahoo.com,Nenad Petrović,1 mesečni
21088102,3/6/2015,JELIKA PLUS DOO,Surčin,11271,ŽELEZNIČKA 103,603548010,Društvo sa ograničenom odgovornošću,4941,Drumski prevoz tereta,Aktivan,Aktivan,B3,Malo,138051944,3645976,14,8773000,13582000,jelikaplus@gmail.com,Aleksandar Jelikić,1 mesečni
21146668,10/30/2015,A-CARTON DOO,Novi Sad,21101,ŽELEZNIČKA 37,,Društvo sa ograničenom odgovornošću,1721,Proizvodnja talasastog papira i kartona i ambalaže od papira i kartona,Aktivan,Aktivan,B2,Malo,137879933,4156971,10,2609000,6160000,office@acarton.rs,Srđan Sekulić,1 mesečni
21120871,7/13/2015,VETPLANET DOO VRŠAC,Vršac,26300,VOJVOĐANSKIH BRIGADA 16,113512641,Društvo sa ograničenom odgovornošću,2110,Proizvodnja osnovnih farmaceutskih proizvoda,Aktivan,Aktivan,C3,Malo,137632931,3486972,17,12696000,17926000,office@vetplanet-pharm.com,Ivan Brankov,1 mesečni
21110078,5/28/2015,VIRID DOO,Beograd (Zemun),11080,TOŠIN BUNAR 51,,Društvo sa ograničenom odgovornošću,4791,Trgovina na malo posredstvom pošte ili preko interneta,Aktivan,Aktivan,D2,Malo,137405965,252978,6,1312000,4353000,,Maja Žikić,1 mesečni
21132438,9/2/2015,MD FACILITY DOO BEOGRAD,Beograd (Zvezdara),11160,MITE RUŽIĆA 30 D,646458031,Društvo sa ograničenom odgovornošću,8110,Usluge održavanja objekata,Aktivan,Aktivan,B2,Malo,137223994,9223913,35,12605000,16045000,office@mdfacility.rs,Marija Lončar,1 mesečni
21105716,5/13/2015,PROCON DOO,Beograd (Voždovac),11050,BAČVANSKA 4,112861230,Društvo sa ograničenom odgovornošću,2511,Proizvodnja metalnih konstrukcija i delova konstrukcija,Aktivan,Aktivan,D2,Malo,137191889,2422917,13,1073000,2849000,vladan.milutinovic@gmail.com,Vladan Milutinović,1 mesečni
21150622,11/17/2015,TSL LOGISTICA,Čačak,32102,VOJVODE RAKA LEVAJCA 50,,Društvo sa ograničenom odgovornošću,4941,Drumski prevoz tereta,Aktivan,Aktivan,C2,Malo,136724952,7051981,13,8110000,14242000,zoricasek@gmail.com,Tea Simeunović,1 mesečni
21148342,11/5/2015,DEVERRA FARM DOO,Ždeglovo,16232,ŽDEGLOVO BB,16796910,Društvo sa ograničenom odgovornošću,2053,Proizvodnja eteričnih ulja,Aktivan,Aktivan,B1,Malo,134517985,30675957,25,40936000,46575000,office@deverra.rs,Bojan Ilić,1 mesečni
21105171,5/12/2015,DOLLY BELL,Beograd (Novi Beograd),11077,PARTIZANSKE AVIJACIJE 4 SPRAT: III,,Društvo sa ograničenom odgovornošću,5510,Hoteli i sličan smeštaj,Aktivan,Aktivan,E1,Malo,134144904,-172355950,44,-175277000,-116521000,office@dolly-bell.rs,Ljiljana Božović,1 mesečni
21073083,1/8/2015,NAKIPOL D.O.O,Nova Pazova,22330,CARA DUŠANA 117,63272500,Društvo sa ograničenom odgovornošću,4676,Trgovina na veliko ostalim poluproizvodima,Aktivan,Aktivan,C1,Malo,133961996,2879895,1,6924000,7684000,info@nakipol.rs,Miroslav Milojica,1 mesečni
21100200,4/22/2015,NISKOGRADNJA AS-INVEST,Beograd (Zvezdara),11126,"CVETANOVA ĆUPRIJA 109D SPRAT: 0, BROJ STANA: 4",653604600,Društvo sa ograničenom odgovornošću,4120,Izgradnja stambenih i nestambenih zgrada,Aktivan,Aktivan,C1,Malo,132272937,3527982,2,5316000,7320000,office@asinvest.rs,Aleksandar Savić,1 mesečni
21131962,9/1/2015,FOOD CONCEPT DOO SVILAJNAC,Svilajnac,35210,JOVANA DUČIĆA 001,637587758,Društvo sa ograničenom odgovornošću,1039,Ostala prerada i konzervisanje voća i povrća,Aktivan,Aktivan,D1,Malo,131869976,3727998,16,11293000,14244000,office@foodconcept.rs,Vladimir Miladinović,1 mesečni
21094161,3/27/2015,ESOME ADVERTISING TECHNOLOGIES D.O.O,Beograd (Stari Grad),11102,"BALKANSKA 2 SPRAT: 1, BROJ STANA: 3102",,Društvo sa ograničenom odgovornošću,7311,Delatnost reklamnih agencija,Aktivan,Aktivan,B2,Malo,131712964,488965,24,2389000,6634000,beg@esome.com,Aleksandar Ilić,1 mesečni
21145009,10/22/2015,AB OVO DOO BEOGRAD-VOŽDOVAC,Beograd (Voždovac),11010,KOSTOLAČKA 79,113987433,Društvo sa ograničenom odgovornošću,4646,Trgovina na veliko farmaceutskim proizvodima,Aktivan,Aktivan,C1,Malo,131629888,28692909,8,37947000,39801000,sasa.gligoric@abovo.rs,Saša Gligorić,1 mesečni
21127248,8/11/2015,ČAROLIJA PECIVA DOO,Novi Sad,21101,DIMITRIJA AVRAMOVIĆA 006,648520501,Društvo sa ograničenom odgovornošću,1071,"Proizvodnja hleba, svežeg peciva i kolača",Aktivan,Aktivan,B3,Malo,131209937,2032963,36,13293000,15543000,carolijapecivaapr@gmail.com,Boško Lučar,1 mesečni
21099783,4/21/2015,OER PETROL DOO BEOGRAD (VRAČAR),Beograd (Vračar),11111,NJEGOŠEVA 61/3/5,365861241,Društvo sa ograničenom odgovornošću,4730,Trgovina na malo motornim gorivima u specijalizovanim prodavnicama,Aktivan,Aktivan,E3,Malo,130136977,-1997928,6,-718000,-718000,oerpetrol@gmail.com,Ksenija Bulatović,1 mesečni
21104990,5/11/2015,SYNERGY TECH D.O.O. BEOGRAD,Beograd (Voždovac),11042,VOJVODE STEPE 258/P3,605569900,Društvo sa ograničenom odgovornošću,3311,Popravka metalnih proizvoda,Aktivan,Aktivan,B1,Malo,129801978,4016948,19,8854000,11263000,office@synergytech.rs,Zoran Gardašević,1 mesečni
21137472,9/22/2015,GOODZONE D.O.O,Mala Krsna,11313,KRALJA PETRA PRVOG 118,605610200,Društvo sa ograničenom odgovornošću,1039,Ostala prerada i konzervisanje voća i povrća,Aktivan,Aktivan,B3,Malo,129506934,2226886,3,48797000,49242000,goodzone.srb@gmail.com,Saša Ilić,1 mesečni
21076392,1/22/2015,HYPERETHER DOO,Novi Sad,21107,STANOJA GLAVAŠA 47,691017177,Društvo sa ograničenom odgovornošću,6201,Računarsko programiranje,Aktivan,Aktivan,C2,Malo,129276922,7942970,35,15810000,18169000,support@hyperether.com,Marija Brčić-Kostić,1 mesečni
21105830,5/13/2015,"FINEXPERTIZA D.O.O., BEOGRAD",Beograd (Savski Venac),11000,KNEZA MILOŠA 90 A BROJ STANA: 43,600382010,Društvo sa ograničenom odgovornošću,6920,"Računovodstveni, knjigovodstveni i revizorski poslovi; poresko savetovanje",Aktivan,Aktivan,C3,Malo,129157991,5872980,31,1083000,1947000,office@finexpertiza.rs,Srđan Božović,1 mesečni
21077615,1/27/2015,TND TEAMSOLUTIONS D.O.O,Beograd (Novi Beograd),11150,"BULEVAR ZORANA ĐINĐIĆA 91 SPRAT: 1, BROJ STANA: 1",,Društvo sa ograničenom odgovornošću,4652,Trgovina na veliko elektronskim i telekomunikacionim delovima i opremom,Aktivan,Aktivan,B2,Malo,128844903,8780997,6,11597000,15902000,office@tnd-teamsolutions.rs,Dubravko Nikić,1 mesečni
21146951,11/2/2015,EURO PARK SYSTEMS DOO,Obrenovac,11500,NEMANJINA 101,,Društvo sa ograničenom odgovornošću,2511,Proizvodnja metalnih konstrukcija i delova konstrukcija,Aktivan,Aktivan,C2,Malo,128093937,2112993,5,3143000,3143000,iristic01@yahoo.com,Ivana Ristić,1 mesečni
21075973,1/21/2015,BIOTEC MEDICAL DOO BEOGRAD,Beograd (Vračar),11167,RESAVSKA 2 SPRAT: 3,113231561,Društvo sa ograničenom odgovornošću,4646,Trgovina na veliko farmaceutskim proizvodima,Aktivan,Aktivan,C2,Malo,127937979,27058922,6,16297000,22671000,biotec.medical@yahoo.com,Tatjana Zdravković Nešić,1 mesečni
21104973,5/11/2015,FRAJNI D.O.O BEOGRAD,Beograd (Voždovac),11042,BULEVAR OSLOBOĐENJA 129,113282530,Društvo sa ograničenom odgovornošću,7311,Delatnost reklamnih agencija,Aktivan,Aktivan,B2,Malo,127251927,6519896,18,21525000,26992000,milena.obradovic@frajni.com,Milena Obradović,1 mesečni
21124630,7/30/2015,INFO POINT DOO,Beograd (Novi Beograd),11070,"PALMIRA TOLJATIJA 5 SPRAT: I, BROJ STANA: 98/L",,Društvo sa ograničenom odgovornošću,7022,Konsultantske aktivnosti u vezi s poslovanjem i ostalim upravljanjem,Aktivan,Aktivan,B1,Malo,127135925,17844968,21,21459000,24230000,direkcija@infopoint.rs,Slobodan Stamenković,1 mesečni
21137308,9/22/2015,KOGIM 023 DOO,Elemir,23208,ZDRAVKA ČELARA 16,,Društvo sa ograničenom odgovornošću,5610,Delatnosti restorana i pokretnih ugostiteljskih objekta,Aktivan,Aktivan,C1,Malo,127030937,3474903,25,4849000,10078000,kovacrestoranavivpark@gmail.com,Milan Kovačević,1 mesečni
21147699,11/4/2015,RESALTA D.O.O,Beograd (Stari Grad),11158,BRAĆE BARUH 24,63245837,Društvo sa ograničenom odgovornošću,7112,Inženjerske delatnosti i tehničko savetovanje,Aktivan,Aktivan,D1,Malo,126448935,6997964,12,-14588000,-6569000,ivana.radonjic@resalta.com,Đorđe Popović,1 mesečni
21151530,11/18/2015,GBP SAFE CHOICE DOO BEOGRAD,Beograd (Novi Beograd),11070,"BULEVAR MIHAILA PUPINA 10/D/IV, LOKAL 86 SPRAT: PRVI",,Društvo sa ograničenom odgovornošću,8020,Usluge sistema obezbeđenja,Aktivan,Aktivan,B1,Malo,126436984,5715967,86,7952000,9320000,office@gbp.rs,Miodrag Gruborović,1 mesečni
21157422,12/14/2015,ŽITKO MLIN DOO,Lovćenac,24322,MARŠALA TITA 2/E,24715580,Društvo sa ograničenom odgovornošću,1061,Proizvodnja mlinskih proizvoda,Aktivan,Aktivan,E3,Malo,125152994,-11204969,11,-12624000,-12361000,pkop@zitko.co.rs,Goran Popović,1 mesečni
21086088,2/27/2015,AL-CAL SOFT,Niš (Pantelej),18103,ŽIKICE ŠPANCA 36,,Društvo sa ograničenom odgovornošću,6201,Računarsko programiranje,Aktivan,Aktivan,B3,Malo,124635907,16107985,28,20030000,22020000,info@alcalsoft.com,Nevena Cvetković,1 mesečni
21098787,4/16/2015,GEMOS BALKANS D.O.O. BEOGRAD,Beograd (Novi Beograd),11073,"DUŠANA VUKASOVIĆA 56 SPRAT: 4, BROJ STANA: 12",,Društvo sa ograničenom odgovornošću,5629,Ostale usluge pripremanja i posluživanja hrane,Aktivan,Aktivan,E2,Malo,124611886,-33850896,40,-24415000,-23001000,office@gemosbalkans.rs,Mirko Mariani,1 mesečni
21082473,2/12/2015,OPTIMA BEG,Beograd (Novi Beograd),11187,VLADIMIRA POPOVIĆA 38-40,,Društvo sa ograničenom odgovornošću,6201,Računarsko programiranje,Aktivan,Aktivan,B1,Malo,124341918,1805998,17,4802000,5646000,finance@sportradar.com,Jacob Lopez Curciel,1 mesečni
21122726,7/21/2015,FAMILY HERITAGE DOO,Beograd (Palilula),11108,MIJE KOVAČEVIĆA 7 A,117151060,Društvo sa ograničenom odgovornošću,5510,Hoteli i sličan smeštaj,Aktivan,Aktivan,B2,Malo,124178929,10625896,32,15038000,19633000,director@heritagebelgrade.com,Stevan Barović,1 mesečni
21148628,11/6/2015,KIRČI DOO,Lepenica,17513,AVALSKA 25,,Društvo sa ograničenom odgovornošću,4120,Izgradnja stambenih i nestambenih zgrada,Aktivan,Aktivan,A3,Malo,121264936,18994911,14,22144000,29122000,kviki17@mts.rs,Kadir Ilyaz,1 mesečni
21123552,7/24/2015,TREND VISION GROUP D.O.O. JAGODINA,Jagodina,35000,KABLOVSKA 2,,Društvo sa ograničenom odgovornošću,4672,Trgovina na veliko metalima i metalnim rudama,Aktivan,Aktivan,C1,Malo,120798937,-142951,7,287000,2294000,trendco@trendco.rs,Jelena Petković,1 mesečni
21105236,5/12/2015,KNIN I D.O.O,Novi Sad,21137,HAJDUK VELJKOVA 11,216451131,Društvo sa ograničenom odgovornošću,5610,Delatnosti restorana i pokretnih ugostiteljskih objekta,Aktivan,Aktivan,A3,Malo,120447884,6483923,17,15261000,15659000,restoranrezervacije@gmail.com,Nebojša Kresić,1 mesečni
21084999,2/24/2015,MATID OBUĆA DOO VLADIČIN HAN,Vladičin Han,17510,VUKA KARADŽIĆA 9,647002013,Društvo sa ograničenom odgovornošću,1520,Proizvodnja obuće,Aktivan,Aktivan,B2,Malo,120159988,7580904,66,6833000,8180000,matid.han@gmail.com,Andreja Milenković,1 mesečni
21091413,3/18/2015,FLEUNERRA DOO ŠABAC,Šabac,15000,MASARIKOVA 3/3,,Društvo sa ograničenom odgovornošću,130,Gajenje sadnog materijala,Aktivan,Aktivan,D1,Malo,119709924,-134333905,5,-4080000,6088000,office@fleunerra.com,Henricus Marie Gerardus Carolus Fleuren,1 mesečni
21105961,5/14/2015,HIDROMONTAŽA ABCO DOO NOVI PAZAR,Novi Pazar,36316,SUTJESKA 8,645435669,Društvo sa ograničenom odgovornošću,3320,Montaža industrijskih mašina i opreme,Aktivan,Aktivan,C2,Malo,119021997,30595927,2,35948000,36081000,income.agencija@gmail.com,Avdulah Biševac,1 mesečni
21078450,1/29/2015,SANATERRA D.O.O,Subotica,24000,BEOGRADSKI PUT 117V,642390186,Društvo sa ograničenom odgovornošću,1089,Proizvodnja ostalih prehrambenih proizvoda,Aktivan,Aktivan,B3,Malo,118427927,7435960,16,11886000,16513000,office@sanaterra.rs,Željko Katrinka,1 mesečni
21113182,6/10/2015,FRAGMAT-COR DOO,Šid,22240,BRANKA ERIĆA BB,22710666,Društvo sa ograničenom odgovornošću,2221,"Proizvodnja ploča, listova, cevi i profila od plastike",Aktivan,Aktivan,C1,Malo,118261892,4527943,16,4791000,12727000,office@fragmat-cor.rs,Aleksandar Đorđević,1 mesečni
21153877,11/30/2015,KOSTAG D.O.O,Valjevo,14000,MILOVANA GLIŠIĆA 11A BROJ STANA: 1,,Društvo sa ograničenom odgovornošću,3832,Ponovna upotreba razvrstanih materijala,Aktivan,Aktivan,D1,Malo,115996924,16912969,7,27108000,27433000,office@kostag.rs,Marija Savović,1 mesečni
21106275,5/14/2015,DOO RIT AGRO ŠID,Šid,22240,OMLADINSKA 37,,Društvo sa ograničenom odgovornošću,111,"Gajenje žita (osim pirinča), leguminoza i uljarica",Aktivan,Aktivan,D2,Malo,115929901,4220948,12,7672000,17988000,zzrit.sid@gmail.com,Željka Korać,1 mesečni
21126179,8/6/2015,VIDEOMONT DOO,Beograd (Novi Beograd),11189,"TOŠIN BUNAR 166, LOKAL 2",113116416,Društvo sa ograničenom odgovornošću,8020,Usluge sistema obezbeđenja,Aktivan,Aktivan,B3,Malo,115256972,6934925,29,10321000,10927000,office@videomont.rs,Violeta Bojović,1 mesečni
21137189,9/21/2015,FIN TEAM CENTAR DOO,Beograd (Novi Beograd),11150,"ANTIFAŠISTIČKE BORBE 25 SPRAT: 5, BROJ STANA: 14",114280163,Društvo sa ograničenom odgovornošću,8299,Ostale uslužne aktivnosti podrške poslovanju,Aktivan,Aktivan,B3,Malo,114281970,5754986,8,60230000,60697000,office@finteamcentar.rs,Snežana Zekić,1 mesečni
21100323,4/22/2015,FLIPPING FRP DOO,Beograd (Zvezdara),11050,"USTANIČKA 189, LOKAL 2A II",638047306,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,C3,Malo,113597910,12904925,4,14987000,15878000,,Raša Đurović,1 mesečni
21122475,7/20/2015,ROYAL CRYSTAL DOO,Beograd (Savski Venac),11000,"HERCEGOVAČKA, KULA B 14 B BROJ STANA: 06",116300326,Društvo sa ograničenom odgovornošću,4777,Trgovina na malo satovima i nakitom u specijalizovanim prodavnicama,Aktivan,Aktivan,B3,Malo,113388989,3621956,15,6326000,7966000,,Spiro Chorogunov,1 mesečni
21089702,3/11/2015,VODENA DOO,Kragujevac,34000,KRALJA MILANA ČETVRTOG 19B BROJ STANA: 5,,Društvo sa ograničenom odgovornošću,6201,Računarsko programiranje,Aktivan,Aktivan,A2,Malo,113211940,21309912,19,21766000,22898000,office@vodena.rs,Dijana Jovanović,1 mesečni
21102997,5/4/2015,ZID-ART 015 D.O.O. ŠABAC,Šabac,15000,PROTE SMILJANIĆA 58,691217555,Društvo sa ograničenom odgovornošću,4120,Izgradnja stambenih i nestambenih zgrada,Aktivan,Aktivan,B1,Malo,112287908,9450996,6,11336000,11373000,,Dragoljub Zidarić,1 mesečni
21089460,3/11/2015,DLUKS SISTEM 2015 DOO STARA PAZOVA,Stara Pazova,22300,BRANKA RADIČEVIĆA 6 ULAZ 3,652430237,Društvo sa ograničenom odgovornošću,5510,Hoteli i sličan smeštaj,Aktivan,Aktivan,C1,Malo,112088947,4048937,11,7474000,11716000,dlukssistem@gmail.com,Tijana Vasić,1 mesečni
21144452,10/21/2015,ORTEL DOO ČAČAK,Čačak,32102,DUNAVSKA 19,66310120,Društvo sa ograničenom odgovornošću,8020,Usluge sistema obezbeđenja,Aktivan,Aktivan,C2,Malo,111428907,2861967,12,3493000,4806000,office@ortel.rs,Perica Luković,1 mesečni
21158682,12/21/2015,4ZIDA.RS NEKRETNINE U POKRETU,Subotica,24000,MATIJE KORVINA 17 SPRAT: 4,,Društvo sa ograničenom odgovornošću,6312,Veb portali,Aktivan,Aktivan,C1,Malo,110666927,-53058946,33,-53689000,-53533000,info@4zida.rs,Branislava Gajić Stanojević,1 mesečni
21089354,3/11/2015,"EURO-FERO PLAST DOO BEOGRAD, KALUĐERICA",Kaluđerica,11130,MILANA RAKIĆA 12 F,,Društvo sa ograničenom odgovornošću,4339,Ostali završni radovi,Aktivan,Aktivan,C2,Malo,110305915,4078933,14,8769000,10864000,euroferoplast@gmail.com,Slavomir Pantović,1 mesečni
21074179,1/14/2015,HSE GROUP D.O.O.,Beograd (Voždovac),11010,"ZAPLANJSKA 88 B SPRAT: 0, BROJ STANA: 1",113962766,Društvo sa ograničenom odgovornošću,7022,Konsultantske aktivnosti u vezi s poslovanjem i ostalim upravljanjem,Aktivan,Aktivan,A2,Malo,110225885,21884883,35,25631000,26491000,info@hsegroup.rs,Marko Kotur,1 mesečni
21136158,9/16/2015,AGRIMARK SURČIN,Surčin,11271,GALOVAČKA 12,63492492,Društvo sa ograničenom odgovornošću,163,Aktivnosti posle žetve,Aktivan,Aktivan,C2,Malo,109258968,562902,5,405000,451000,agrimarkdoo@gmail.com,Marko Marković,1 mesečni
21148881,11/9/2015,SOKAČE NEW WAY D.O.O,Novi Sad,21101,PAVLA PAPA 11,21445956,Društvo sa ograničenom odgovornošću,5610,Delatnosti restorana i pokretnih ugostiteljskih objekta,Aktivan,Aktivan,B1,Malo,108688918,8136893,16,22816000,23523000,info@sokace.com,Milana Nikolić,1 mesečni
21142964,10/15/2015,GOLDEN OIL TRADE D.O.O,Budisava,21242,VAŠARIŠTE 1A,212100054,Društvo sa ograničenom odgovornošću,1041,Proizvodnja ulja i masti,Aktivan,Aktivan,C1,Malo,108458906,2430885,8,7454000,9099000,office@goldenoil.rs,Gabriela Marton,1 mesečni
21132322,9/2/2015,BODAVOD DOO,Beograd (Zemun),11080,GORNJOGRADSKA 7NJ,605040961,Društvo sa ograničenom odgovornošću,4752,"Trgovina na malo metalnom robom, bojama i staklom u specijalizovanim prodavnicama",Aktivan,Aktivan,C2,Malo,108316891,5101977,5,8682000,9060000,profitim06@hotmail.com,Dalibor Hrvaćanin,1 mesečni
